cancer,feature_internal,feature_display,beta,pathways,variant_types,logic,gene,n_altered_train,freq_train,univ_HR,univ_p,abs_logHR,contribution,rank_in_feature
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ATRX,12,0.0058,1.185,0.5925471979054112,0.1698,0.001,74.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CHEK2,5,0.0024,0.664,0.43113480601302623,0.4095,0.001,74.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CREBBP,21,0.0101,0.905,0.6881675334048154,0.0999,0.001,74.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),LATS1,16,0.0077,1.118,0.6741372296873211,0.1113,0.0009,77.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MDM4,5,0.0024,1.482,0.4753068497943962,0.3935,0.0009,77.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDKN1B,8,0.0038,1.246,0.602893533822086,0.2198,0.0008,79.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERF,12,0.0058,0.869,0.668000447666039,0.1405,0.0008,79.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MAX,5,0.0024,1.402,0.48287434015866415,0.3376,0.0008,79.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NCOR1,23,0.0111,0.945,0.8183682721097323,0.057,0.0006,82.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARAF,9,0.0043,1.133,0.7460060218817166,0.1246,0.0005,83.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),DNMT3A,10,0.0048,0.892,0.7618710316520708,0.1139,0.0005,83.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2D,101,0.0486,0.989,0.9248412442025664,0.0111,0.0005,83.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMARCB1,11,0.0053,1.103,0.782156318464484,0.0981,0.0005,83.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ASXL2,17,0.0082,1.045,0.8766371376333646,0.0439,0.0004,87.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMAD2,12,0.0058,1.072,0.8332988737397714,0.0699,0.0004,87.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TGFBR1,54,0.026,0.984,0.9102658041311101,0.0164,0.0004,87.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ALK,22,0.0106,0.977,0.9186884436359364,0.0234,0.0002,90.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),JAK2,17,0.0082,1.027,0.9185066163788956,0.0268,0.0002,90.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MET,15,0.0072,0.974,0.9240676651675243,0.026,0.0002,90.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RASA1,9,0.0043,1.058,0.8829169820096988,0.0565,0.0002,90.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FLT3,13,0.0063,1.011,0.9740181186856135,0.0107,0.0001,94.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NOTCH4,18,0.0087,0.99,0.9716476161295656,0.0096,0.0001,94.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NTRK1,20,0.0096,0.988,0.9604285587404485,0.0121,0.0001,94.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PDGFRB,9,0.0043,1.022,0.9522278228081003,0.0214,0.0001,94.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RAF1,8,0.0038,0.979,0.955106341646313,0.0216,0.0001,94.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BAP1,14,0.0067,0.996,0.9894861617685853,0.0036,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDKN1A,7,0.0034,0.986,0.9758787454542723,0.014,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),EP300,38,0.0183,1.0,0.9991205257761127,0.0002,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PDGFRA,7,0.0034,1.003,0.993164532832026,0.0033,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RET,20,0.0096,1.001,0.9952521989980105,0.0015,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SOS1,8,0.0038,1.006,0.989068811455259,0.0057,0.0,99.0
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),DNER,1,0.0005,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),E2F3,4,0.0019,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),EED,4,0.0019,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MAP2K1,4,0.0019,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MAP2K2,4,0.0019,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RAC1,2,0.001,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMARCD1,2,0.001,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMARCE1,4,0.0019,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),WWTR1,3,0.0014,,,,,
PAAD,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.0692034298894908,TP53;RTK_RAS;Cell_Cycle;Chromatin;TGF_Beta;MYC;NOTCH;HIPPO,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),YAP1,3,0.0014,,,,,
PAAD,PW_MYC_any_rate_z,MYC_any_rate,0.0602909699661271,MYC,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),MYC,97,0.0466,1.562,6.485427623833541e-05,0.4461,0.0208,1.0
PAAD,PW_MYC_any_rate_z,MYC_any_rate,0.0602909699661271,MYC,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),MYCL,6,0.0029,0.591,0.3703696882234776,0.5252,0.0015,2.0
PAAD,PW_MYC_any_rate_z,MYC_any_rate,0.0602909699661271,MYC,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),MYCN,7,0.0034,1.567,0.2981633992222876,0.4493,0.0015,2.0
PAAD,PW_MYC_any_rate_z,MYC_any_rate,0.0602909699661271,MYC,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),MGA,24,0.0115,1.119,0.6261537523017541,0.112,0.0013,4.0
PAAD,PW_MYC_any_rate_z,MYC_any_rate,0.0602909699661271,MYC,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),MAX,5,0.0024,1.402,0.48287434015866415,0.3376,0.0008,5.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),KRAS,38,0.0183,2.008,5.6039817907315426e-05,0.697,0.0127,1.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),FGFR1,38,0.0183,1.46,0.035908062407510696,0.3782,0.0069,2.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),RIT1,7,0.0034,1.936,0.07628313265101766,0.6605,0.0022,3.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),FGFR4,5,0.0024,0.628,0.44290903452637387,0.4646,0.0011,4.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),FGFR3,18,0.0087,1.087,0.7421384349517676,0.0836,0.0007,5.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ERBB3,13,0.0063,1.072,0.8248783584565426,0.0695,0.0004,6.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ERBB2,19,0.0091,0.979,0.9360520582356185,0.0209,0.0002,7.0
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ARAF,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),BRAF,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),CBL,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),EGFR,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ERBB4,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ERF,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),ERRFI1,2,0.001,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),FGFR2,3,0.0014,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),FLT3,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),IGF1R,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),IRS2,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),MAPK1,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),MET,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),NF1,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),NRAS,2,0.001,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),NTRK1,4,0.0019,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),NTRK2,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),PDGFRB,3,0.0014,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),PTPN11,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),RAC1,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),RAF1,1,0.0005,,,,,
PAAD,PW_RTK_RAS_amp_hit,RTK_RAS_amp_hit,0.2549434141016316,RTK_RAS,amp,binary: any pathway gene amplified (CNA>=+2),RET,1,0.0005,,,,,
PAAD,PW_TGF_Beta_any_rate_z,TGF_Beta_any_rate,-0.0209569850103073,TGF_Beta,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),SMAD4,556,0.2673,1.069,0.22131634939657924,0.0668,0.0178,1.0
PAAD,PW_TGF_Beta_any_rate_z,TGF_Beta_any_rate,-0.0209569850103073,TGF_Beta,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),SMAD3,40,0.0192,0.777,0.17141643411684104,0.252,0.0048,2.0
PAAD,PW_TGF_Beta_any_rate_z,TGF_Beta_any_rate,-0.0209569850103073,TGF_Beta,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),SMAD2,12,0.0058,1.072,0.8332988737397714,0.0699,0.0004,3.0
PAAD,PW_TGF_Beta_any_rate_z,TGF_Beta_any_rate,-0.0209569850103073,TGF_Beta,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),TGFBR1,52,0.025,0.989,0.9413906875661828,0.0108,0.0003,4.0
PAAD,PW_TGF_Beta_any_rate_z,TGF_Beta_any_rate,-0.0209569850103073,TGF_Beta,mut/amp/del,fraction of pathway genes with mut/amp/del (z-scored),TGFBR2,99,0.0476,1.005,0.9623016247628576,0.0054,0.0003,4.0
PAAD,PW_TP53_mut_rate_z,TP53_mut_rate,0.0547869486251455,TP53,mut,nonsilent-mutation rate over pathway genes (z-scored),TP53,1578,0.7587,1.265,3.569454700727006e-05,0.235,0.1783,1.0
PAAD,PW_TP53_mut_rate_z,TP53_mut_rate,0.0547869486251455,TP53,mut,nonsilent-mutation rate over pathway genes (z-scored),ATM,66,0.0317,0.897,0.43760939893230355,0.109,0.0035,2.0
PAAD,PW_TP53_mut_rate_z,TP53_mut_rate,0.0547869486251455,TP53,mut,nonsilent-mutation rate over pathway genes (z-scored),MDM2,6,0.0029,1.275,0.5709952470094944,0.2431,0.0007,3.0
PAAD,PW_TP53_mut_rate_z,TP53_mut_rate,0.0547869486251455,TP53,mut,nonsilent-mutation rate over pathway genes (z-scored),CHEK2,4,0.0019,,,,,
PAAD,PW_TP53_mut_rate_z,TP53_mut_rate,0.0547869486251455,TP53,mut,nonsilent-mutation rate over pathway genes (z-scored),MDM4,3,0.0014,,,,,
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,RB1,115,0.0485,2.209,1.360036893432422e-10,0.7927,0.0384,1.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CCND1,61,0.0257,1.779,0.0010244598254837414,0.5759,0.0148,2.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDKN1B,117,0.0493,1.29,0.059793998633627166,0.2548,0.0126,3.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDKN2A,49,0.0207,1.545,0.026311178149940898,0.4349,0.009,4.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CCNE1,20,0.0084,2.268,0.006066273836263401,0.8191,0.0069,5.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDKN2B,39,0.0164,1.366,0.17074645763632285,0.3117,0.0051,6.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDKN2C,8,0.0034,3.136,0.0028151074568675888,1.143,0.0039,7.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CCND2,10,0.0042,2.277,0.06201313943862664,0.8227,0.0035,8.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDK6,14,0.0059,1.8,0.10716650164562601,0.5876,0.0035,8.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CCND3,7,0.003,1.988,0.15913356205792306,0.6872,0.002,10.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDKN1A,6,0.0025,2.097,0.13195255738758085,0.7407,0.0019,11.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CDK4,15,0.0063,1.248,0.5276093985181773,0.2219,0.0014,12.0
PRAD,PW_Cell_Cycle_zsum,Cell_Cycle_zsum,0.0369475139329462,Cell_Cycle,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,E2F3,9,0.0038,1.343,0.526867038702332,0.2946,0.0011,13.0
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,KDM6A,6,0.0025,2.921,0.033409079464051326,1.0718,0.0027,1.0
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,KMT2D,10,0.0042,1.462,0.3689280919835969,0.3801,0.0016,2.0
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,KMT2C,12,0.0051,1.308,0.4828500317705746,0.2685,0.0014,3.0
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,SETD2,5,0.0021,1.727,0.4154444732685372,0.5465,0.0012,4.0
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,ARID1A,4,0.0017,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,ARID1B,1,0.0004,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,ARID2,3,0.0013,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,ASXL1,3,0.0013,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,ASXL2,4,0.0017,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,BAP1,1,0.0004,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,BCOR,1,0.0004,,,,,
PRAD,PW_Chromatin_sv_hit,Chromatin_sv_hit,0.353490516829342,Chromatin,sv,binary: any pathway gene with a structural variant,CREBBP,2,0.0008,,,,,
