cancer,feature_internal,feature_display,beta,pathways,variant_types,logic,gene,n_altered_train,freq_train,univ_HR,univ_p,abs_logHR,contribution,rank_in_feature
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,RB1,13,0.005,1.035,0.9364716106105473,0.0349,0.0002,1.0
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,CCNE1,2,0.0008,,,,,
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,CDK6,2,0.0008,,,,,
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,CDKN1B,2,0.0008,,,,,
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,CDKN2A,1,0.0004,,,,,
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,CDKN2B,2,0.0008,,,,,
BRCA,PW_Cell_Cycle_sv_hit,Cell_Cycle_sv_hit,-0.1779452889029172,Cell_Cycle,sv,binary: any pathway gene with a structural variant,E2F3,1,0.0004,,,,,
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ARID1B,64,0.0245,1.671,0.002733438539694546,0.5135,0.0126,1.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ARID2,63,0.0241,1.675,0.0026167045577911987,0.5161,0.0124,2.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ARID1A,150,0.0574,1.153,0.24545915080498296,0.1423,0.0082,3.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KDM5C,44,0.0168,1.547,0.03645611846971185,0.436,0.0073,4.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SMARCA4,55,0.0211,1.41,0.07450481854134415,0.3434,0.0072,5.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,EP300,44,0.0168,1.491,0.04961836903251778,0.3997,0.0067,6.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KDM6A,57,0.0218,1.352,0.1216744137896764,0.3014,0.0066,7.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,TET1,44,0.0168,1.435,0.08102642639238207,0.3612,0.0061,8.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KMT2D,87,0.0333,1.197,0.2620655060574022,0.1801,0.006,9.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,BAP1,44,0.0168,1.286,0.2613819321067579,0.2515,0.0042,10.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,BCOR,33,0.0126,1.374,0.20375336010036857,0.3174,0.004,11.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SETD2,35,0.0134,1.319,0.26366374161298317,0.2769,0.0037,12.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ASXL2,18,0.0069,1.682,0.10396682452060076,0.5199,0.0036,13.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SMARCE1,10,0.0038,0.412,0.22434646717348802,0.8864,0.0034,14.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,NSD2,19,0.0073,1.56,0.16014881079992035,0.4449,0.0032,15.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,EZH2,22,0.0084,1.446,0.21565755174279483,0.3687,0.0031,16.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,NSD1,48,0.0184,1.181,0.4385081574826448,0.1667,0.0031,16.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,NCOR1,107,0.041,1.076,0.6166729568788045,0.0731,0.003,18.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SMARCB1,24,0.0092,1.333,0.30755254170128915,0.2878,0.0026,19.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,CREBBP,69,0.0264,1.091,0.640764220874281,0.0873,0.0023,20.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KMT2C,203,0.0777,1.03,0.7844017168856598,0.0299,0.0023,20.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,IDH1,10,0.0038,1.512,0.29004199858989477,0.4135,0.0016,22.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,PBRM1,25,0.0096,0.849,0.609155097405516,0.1632,0.0016,22.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SUZ12,18,0.0069,0.843,0.6736349837566509,0.1709,0.0012,24.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ATRX,47,0.018,1.04,0.8681023072918626,0.0389,0.0007,25.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,TET2,21,0.008,0.913,0.783565452238989,0.0905,0.0007,25.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,EED,24,0.0092,0.941,0.8428846310448301,0.0613,0.0006,27.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,IDH2,32,0.0123,0.952,0.8541169128958723,0.0489,0.0006,27.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KMT2A,65,0.0249,1.016,0.9335354045248112,0.0158,0.0004,29.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,KMT2B,66,0.0253,0.984,0.9382319244920814,0.0161,0.0004,29.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,ASXL1,38,0.0145,1.014,0.9561436586397635,0.014,0.0002,31.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,DNMT3A,40,0.0153,0.989,0.9651114097037623,0.0107,0.0002,31.0
BRCA,PW_Chromatin_zsum,Chromatin_zsum,-0.0376867913782411,Chromatin,mut/amp/del/sv,composite: z(amp)+z(del)+z(sv)+mut_rate_z over pathway genes,SMARCD1,14,0.0054,0.971,0.9447819758195779,0.0298,0.0002,31.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TP53,1197,0.4583,1.663,1.0342436503608437e-17,0.5088,0.2332,1.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERBB2,425,0.1627,0.747,0.0005486053442484691,0.292,0.0475,2.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MYC,313,0.1198,1.392,0.00016287084419105418,0.3305,0.0396,3.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FGFR1,346,0.1325,1.321,0.0006935776899752042,0.2787,0.0369,4.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RECQL4,207,0.0792,1.489,0.00010387078972618446,0.3979,0.0315,5.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CCND1,443,0.1696,1.168,0.042149990717471435,0.1551,0.0263,6.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PTEN,216,0.0827,1.314,0.006849424837800381,0.2734,0.0226,7.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RB1,114,0.0436,1.608,0.0003730451309499821,0.4753,0.0207,8.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NBN,132,0.0505,1.388,0.00977373309867486,0.3275,0.0166,9.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDKN2B,88,0.0337,1.629,0.0011038808718006202,0.4881,0.0164,10.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDKN2A,120,0.0459,1.415,0.008898109709285543,0.347,0.0159,11.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),JAK2,53,0.0203,2.01,0.0001087264545765591,0.6981,0.0142,12.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),NF1,138,0.0528,1.306,0.032267606856039424,0.2673,0.0141,13.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CCNE1,58,0.0222,1.79,0.0012823674447156933,0.5821,0.0129,14.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARID1B,64,0.0245,1.671,0.002733438539694546,0.5135,0.0126,15.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARID2,63,0.0241,1.675,0.0026167045577911987,0.5161,0.0124,16.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),AKT3,37,0.0142,2.382,3.143421463207972e-05,0.8677,0.0123,17.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),IGF1R,91,0.0348,1.4,0.025292587419086857,0.3362,0.0117,18.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3R1,76,0.0291,1.454,0.023540894911616112,0.3746,0.0109,19.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FGFR2,68,0.026,1.493,0.016354473344354838,0.4007,0.0104,20.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MDM2,97,0.0371,1.311,0.0663104922212022,0.2704,0.01,21.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MDM4,74,0.0283,1.397,0.04574434393778367,0.334,0.0095,22.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARAF,25,0.0096,2.682,8.842779605206396e-05,0.9865,0.0094,23.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RIT1,42,0.0161,1.699,0.008753514121249074,0.5302,0.0085,24.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ARID1A,150,0.0574,1.153,0.24545915080498296,0.1423,0.0082,25.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ATM,66,0.0253,1.386,0.0668444012572349,0.3262,0.0082,25.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ROS1,59,0.0226,1.423,0.05719324647534329,0.3527,0.008,27.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),FGFR3,36,0.0138,1.745,0.010388738894235984,0.5565,0.0077,28.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRCA2,76,0.0291,1.299,0.11453845428226307,0.2615,0.0076,29.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PIK3CB,29,0.0111,1.946,0.006464477346268896,0.666,0.0074,30.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDK4,39,0.0149,1.635,0.019594607588040075,0.4918,0.0073,31.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERCC2,22,0.0084,2.377,0.0011422941377134648,0.866,0.0073,31.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KDM5C,44,0.0168,1.547,0.03645611846971185,0.436,0.0073,31.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KRAS,48,0.0184,1.477,0.058735488910484045,0.3903,0.0072,34.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),SMARCA4,55,0.0211,1.41,0.07450481854134415,0.3434,0.0072,34.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MYCN,21,0.008,2.377,0.0025506143784429555,0.8657,0.007,36.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),IRS2,54,0.0207,1.395,0.0841578074127744,0.3326,0.0069,37.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RAD51C,139,0.0532,0.88,0.34849113367482143,0.1279,0.0068,38.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),EP300,44,0.0168,1.491,0.04961836903251778,0.3997,0.0067,39.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KDM6A,57,0.0218,1.352,0.1216744137896764,0.3014,0.0066,40.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CCND3,18,0.0069,2.56,0.001831915883151515,0.94,0.0065,41.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TET1,44,0.0168,1.435,0.08102642639238207,0.3612,0.0061,42.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KMT2D,87,0.0333,1.197,0.2620655060574022,0.1801,0.006,43.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CCND2,38,0.0145,1.489,0.1004698344001058,0.398,0.0058,44.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CDKN1B,91,0.0348,1.181,0.28625199664839496,0.1665,0.0058,44.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),POLE,46,0.0176,1.384,0.12155277853127174,0.3253,0.0057,46.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),PPP2R1A,50,0.0191,1.347,0.13693498345027186,0.2977,0.0057,46.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MGA,36,0.0138,1.482,0.08748065919223676,0.3934,0.0054,48.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),KIT,37,0.0142,1.458,0.10029566818641154,0.3771,0.0053,49.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),TSC2,47,0.018,1.343,0.16724644318358856,0.2952,0.0053,49.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),RAF1,26,0.01,1.682,0.0510719195732165,0.5201,0.0052,51.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),STK11,37,0.0142,1.444,0.12884031998809167,0.3674,0.0052,51.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),AKT1,131,0.0502,1.101,0.46125990209733414,0.0963,0.0048,53.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),ERCC5,29,0.0111,1.534,0.1157703991876803,0.4281,0.0048,53.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BRIP1,157,0.0601,1.082,0.5214743270988454,0.0788,0.0047,55.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),CBL,23,0.0088,1.701,0.04769212318874363,0.5311,0.0047,55.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BAP1,44,0.0168,1.286,0.2613819321067579,0.2515,0.0042,57.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),MET,26,0.01,1.503,0.13623406112565736,0.4072,0.0041,58.0
BRCA,PW_HIT_COUNT,All_Pathway_Alteration_Count,0.1287982419490632,TP53;PI3K;RTK_RAS;Cell_Cycle;Chromatin;DDR;MYC,mut/amp/del/sv,count of retained pathways with >=1 alteration (all pathways),BCOR,33,0.0126,1.374,0.20375336010036857,0.3174,0.004,59.0
